wavelength_nm,power_17_mW_dbm,power_73_mW_dbm,power_131_mW_dbm,power_188_mW_dbm,power_244_mW_dbm,power_296_mW_dbm,power_344_mW_dbm,power_367_mW_dbm
1550.3772,nan,nan,-43.097744,nan,-39.842105,-40.774436,-41.368421,-42.037594
1550.3858,nan,nan,-43.157895,-40.458647,-39.857143,-40.834586,-41.62406,-42.195489
1550.3945,nan,nan,-43.195489,-40.43609,-39.887218,-40.947368,-41.81203,-42.293233
1550.4031,nan,nan,-43.240602,-40.12782,-39.984962,-41.12782,-42.06015,-42.466165
1550.4118,nan,nan,-43.270677,-39.639098,-40.112782,-41.293233,-42.180451,-42.556391
1550.4204,nan,nan,-43.308271,-39.511278,-40.172932,-41.481203,-42.278195,-42.578947
1550.4291,nan,nan,-43.330827,-39.421053,-40.330827,-41.593985,-42.330827,-42.578947
1550.4377,nan,nan,-42.150376,-39.360902,-40.473684,-41.766917,-42.834586,-42.511278
1550.4464,nan,nan,-42.691729,-39.12782,-40.721805,-41.781955,-42.842105,-42.466165
1550.455,nan,nan,-41.909774,-38.947368,-40.917293,-42.962406,-42.827068,-42.398496
1550.4637,nan,nan,-43.458647,-38.721805,-41.06015,-43.022556,-42.789474,-42.157895
1550.4723,nan,nan,-43.481203,-38.593985,-41.165414,-43.037594,-42.75188,-42.112782
1550.481,nan,nan,-43.503759,-38.413534,-41.218045,-43.030075,-42.654135,-41.969925
1550.4896,nan,nan,-43.518797,-38.293233,-41.24812,-43.007519,-42.56391,-41.857143
1550.4983,nan,nan,-43.533835,-38.082707,-41.203008,-42.984962,-42.315789,-41.676692
1550.5069,nan,nan,-43.556391,-37.834586,nan,-42.917293,-42.195489,-41.609023
1550.5156,nan,nan,-43.571429,-37.699248,nan,-42.834586,-41.962406,-41.481203
1550.5242,nan,nan,-43.578947,-37.669173,-43.255639,-42.684211,-41.864662,-41.406015
1550.5329,nan,nan,-43.601504,-37.593985,-43.255639,-42.571429,-41.654135,-41.338346
1550.5415,nan,nan,-43.616541,-37.541353,-43.24812,-42.428571,-41.496241,-41.293233
1550.5502,nan,nan,nan,-37.466165,-43.233083,-42.210526,-41.097744,-41.315789
1550.5588,nan,nan,nan,-37.43609,-43.233083,-42.097744,-41.037594,-41.360902
1550.5675,nan,nan,nan,-37.421053,-43.225564,-42.015038,-41.045113,-41.37594
1550.5761,nan,nan,nan,-37.413534,-43.180451,nan,-41.045113,-41.458647
1550.5848,nan,nan,nan,-37.413534,-43.075188,-40.834586,-41.06015,-41.556391
1550.5934,nan,nan,nan,-37.413534,-42.969925,-40.81203,-41.090226,-41.639098
1550.6021,nan,nan,nan,-37.406015,-42.804511,-40.759398,-41.135338,-41.87218
1550.6107,nan,nan,nan,-37.406015,-42.834586,-40.744361,-41.24812,-42.105263
1550.6194,nan,nan,nan,-37.406015,-42.879699,-40.714286,-41.345865,-42.233083
1550.628,nan,nan,nan,-37.406015,-42.932331,-40.62406,-41.43609,-42.330827
1550.6367,nan,nan,nan,-37.406015,-41.06015,-40.586466,-41.556391,-42.390977
1550.6453,nan,nan,nan,-37.413534,-41.045113,-40.578947,-41.676692,-42.511278
1550.654,nan,nan,nan,-37.413534,-41.082707,-40.578947,-41.849624,-42.616541
1550.6626,nan,nan,nan,-37.413534,-41.255639,-40.593985,-42.135338,-42.714286
1550.6713,nan,nan,nan,-37.526316,-40.37594,-40.661654,-42.285714,-42.796992
1550.6799,nan,nan,nan,-37.578947,-40.240602,-40.796992,-42.368421,-42.796992
1550.6886,nan,nan,nan,-37.616541,-40.165414,-40.902256,-42.353383,-42.736842
1550.6972,nan,nan,nan,-37.661654,-40.105263,-41.015038,-43.105263,-42.669173
1550.7059,nan,nan,nan,-37.699248,-40.022556,-41.112782,-43.097744,-42.646617
1550.7145,nan,nan,nan,-37.759398,-39.902256,-41.285714,-43.090226,-42.578947
1550.7232,nan,nan,nan,-37.834586,-39.676692,-41.368421,-43.045113,-42.503759
1550.7318,nan,nan,nan,-37.917293,-39.601504,-41.368421,-42.947368,-42.270677
1550.7405,nan,nan,nan,-37.992481,-39.526316,nan,-42.864662,-42.150376
1550.7491,nan,nan,nan,-38.075188,-39.473684,nan,-42.766917,-41.947368
1550.7578,nan,nan,nan,-38.150376,-39.43609,nan,-42.676692,-41.864662
1550.7664,nan,nan,nan,-38.240602,-39.413534,nan,-42.526316,-41.721805
1550.7751,nan,nan,nan,-38.323308,-39.413534,-43.097744,-42.398496,-41.639098
1550.7837,nan,nan,nan,-38.43609,-39.428571,-43.112782,-42.12782,-41.518797
1550.7924,nan,nan,nan,-38.533835,-39.458647,-43.06015,-42.007519,-41.428571
1550.801,nan,nan,nan,-38.646617,-39.503759,-43.105263,-41.796992,-41.353383
1550.8097,nan,nan,nan,-38.744361,-39.586466,-43.135338,-41.736842,-41.308271
1550.8183,nan,nan,nan,-38.849624,-39.646617,-43.150376,-41.646617,-41.345865
1550.827,nan,nan,nan,-38.954887,-39.75188,-43.150376,-41.646617,-41.428571
1550.8356,nan,nan,nan,-39.067669,-39.857143,-43.097744,-41.120301,-41.488722
1550.8443,nan,nan,nan,-39.195489,-40,-42.954887,-41.105263,-41.503759
1550.8529,nan,nan,nan,-39.293233,-40.142857,-42.827068,-41.090226,-41.601504
1550.8616,nan,nan,nan,-39.406015,-40.270677,-42.834586,-41.075188,-41.736842
1550.8702,nan,nan,nan,-39.496241,-40.421053,-42.864662,-41.067669,-41.864662
1550.8789,nan,nan,nan,-39.62406,-40.586466,nan,-41.075188,-42.022556
1550.8875,nan,nan,nan,-39.729323,-40.631579,nan,-41.105263,-42.165414
1550.8962,nan,nan,nan,-39.87218,-40.669173,nan,-41.165414,-42.285714
1550.9048,nan,nan,nan,-39.947368,nan,nan,-41.353383,-42.481203
1550.9135,nan,nan,nan,-40.067669,nan,-40.93985,-41.556391,-42.616541
1550.9221,nan,nan,nan,-40.142857,nan,-40.834586,-41.691729,-42.699248
1550.9308,nan,nan,nan,-40.18797,nan,-40.834586,-41.924812,-42.789474
1550.9394,nan,nan,nan,-40.218045,nan,-40.774436,-42.082707,-42.902256
1550.9481,nan,nan,nan,-40.240602,nan,-40.631579,-42.278195,-42.962406
1550.9567,nan,nan,nan,nan,nan,-40.548872,-42.398496,-43.015038
1550.9654,nan,nan,nan,nan,-43.308271,-40.458647,-42.488722,-43.015038
1550.974,nan,nan,nan,-40.849624,-43.315789,-40.368421,-42.443609,-42.924812
1550.9827,nan,nan,nan,-40.804511,-43.353383,-40.338346,-42.383459,-42.842105
1550.9913,nan,nan,nan,-40.864662,-43.37594,-40.330827,nan,-42.796992
1551,nan,nan,nan,-40.962406,-43.390977,-40.323308,-43.233083,-42.75188
1551.0087,nan,nan,nan,-41.045113,-43.398496,-40.353383,-43.172932,-42.669173
1551.0173,nan,nan,nan,-41.172932,-43.398496,-40.398496,-43.112782,-42.398496
1551.026,nan,nan,nan,-41.165414,-43.390977,-40.451128,-43.120301,-42.293233
1551.0346,nan,nan,nan,-41.180451,-43.383459,-40.556391,-43.075188,-42
1551.0433,nan,nan,nan,nan,-43.368421,-40.62406,-43.015038,-41.909774
1551.0519,nan,nan,nan,nan,-43.323308,-40.75188,-42.894737,-41.75188
1551.0606,nan,nan,nan,nan,nan,-40.849624,-42.721805,-41.684211
1551.0692,nan,nan,nan,nan,nan,-40.909774,-42.466165,-41.518797
1551.0779,nan,nan,nan,nan,nan,-40.954887,-42.240602,-41.315789
1551.0865,nan,nan,nan,nan,nan,-41.007519,-42.12782,-41.24812
1551.0952,nan,nan,nan,nan,nan,nan,-42.052632,-41.210526
1551.1038,nan,nan,nan,nan,nan,nan,-41.894737,-41.210526
1551.1125,nan,nan,nan,nan,nan,nan,-41.766917,-41.300752
1551.1211,nan,nan,nan,nan,-40.977444,-42.496241,-41.789474,-41.37594
1551.1298,nan,nan,nan,nan,-40.766917,-42.56391,-41.87218,-41.466165
1551.1384,nan,nan,nan,nan,-40.684211,-42.646617,-41.090226,-41.503759
1551.1471,nan,nan,nan,nan,-40.586466,-42.81203,-41.090226,-41.56391
1551.1557,nan,nan,nan,nan,-40.511278,-42.93985,-41.082707,-41.684211
1551.1644,nan,nan,nan,nan,-40.255639,-43.135338,-41.067669,-41.924812
1551.173,nan,nan,nan,nan,-40.082707,-43.225564,-41.052632,-42.082707
1551.1817,nan,nan,nan,nan,-39.879699,-43.315789,-41.052632,-42.308271
1551.1903,nan,nan,nan,nan,-39.706767,-43.338346,-41.052632,-42.511278
1551.199,nan,nan,nan,nan,-39.593985,-43.398496,-41.067669,-42.661654
1551.2076,nan,nan,nan,nan,-39.458647,-43.421053,-41.105263,-42.789474
1551.2163,nan,nan,nan,nan,-39.293233,-43.428571,-41.157895,-42.947368
1551.2249,nan,nan,nan,nan,-39.150376,nan,-41.233083,-43.090226
1551.2336,nan,nan,nan,nan,-39.045113,nan,-41.315789,-43.18797
1551.2422,nan,nan,nan,nan,-38.932331,-42.496241,-41.43609,-43.270677
1551.2509,nan,nan,nan,nan,-38.706767,-42.609023,-41.601504,-43.285714
1551.2595,nan,nan,nan,nan,-38.654135,-42.736842,-41.721805,-43.285714
1551.2682,nan,nan,nan,nan,-38.616541,-42.796992,-41.87218,-43.278195
1551.2768,nan,nan,nan,nan,-38.533835,nan,-42.12782,-43.24812
1551.2855,nan,nan,nan,nan,-38.511278,-41.383459,-42.263158,-43.045113
1551.2941,nan,nan,nan,nan,-38.496241,-41.368421,-42.255639,-42.879699
1551.3028,nan,nan,nan,-43.428571,-38.496241,-41.345865,-42.203008,-42.781955
1551.3114,nan,nan,nan,-43.43609,-38.496241,-41.210526,-40.172932,-42.721805
1551.3201,nan,nan,nan,-43.43609,-38.488722,-41.007519,-43.24812,-42.654135
1551.3287,nan,nan,nan,-43.451128,-38.488722,-40.857143,-43.240602,-42.503759
1551.3374,nan,nan,nan,-43.466165,-38.488722,-40.676692,-43.278195,-42.203008
1551.346,nan,nan,nan,-43.473684,-38.488722,-40.511278,-43.300752,-42.007519
1551.3547,nan,nan,nan,nan,-38.488722,-40.406015,-43.315789,-41.864662
1551.3633,nan,nan,nan,nan,-38.488722,-40.315789,-43.315789,-41.759398
1551.372,nan,nan,nan,nan,-38.496241,-40.195489,-43.308271,-41.601504
1551.3806,nan,nan,nan,nan,-38.496241,-40.112782,-43.233083,-41.503759
1551.3893,nan,nan,nan,nan,-38.503759,-40.022556,-43.12782,-41.368421
1551.3979,nan,nan,nan,nan,-38.526316,-39.969925,-42.962406,-41.315789
1551.4066,nan,nan,nan,nan,-38.62406,-39.924812,-42.857143,-41.233083
1551.4152,nan,nan,nan,nan,-38.661654,-39.909774,-42.699248,-41.210526
1551.4239,nan,nan,nan,nan,-38.691729,-39.902256,-42.518797,-41.203008
1551.4325,nan,nan,nan,nan,-38.721805,-39.909774,-42.345865,-41.210526
1551.4412,nan,nan,nan,nan,-38.759398,-39.932331,-42.142857,-41.225564
1551.4498,nan,nan,nan,nan,-38.796992,-39.969925,-42,-41.255639
1551.4585,nan,nan,nan,nan,-38.842105,-40.067669,-41.924812,-41.428571
1551.4671,nan,nan,nan,nan,-38.879699,-40.120301,-41.894737,-41.488722
1551.4758,nan,nan,nan,nan,-38.902256,-40.210526,-41.150376,-41.571429
1551.4844,nan,nan,nan,nan,-38.947368,-40.293233,-41.120301,-41.639098
1551.4931,nan,nan,nan,nan,-39.030075,-40.443609,-41.112782,-41.759398
1551.5017,nan,nan,nan,nan,-39.037594,-40.526316,-41.037594,-41.947368
1551.5104,nan,nan,nan,nan,-39.097744,-40.541353,-40.969925,-42.112782
1551.519,nan,nan,nan,nan,-39.157895,-40.654135,-40.924812,-42.263158
1551.5277,nan,nan,nan,nan,-39.210526,-41.300752,-40.864662,-42.383459
1551.5363,nan,nan,nan,nan,-39.270677,-41.383459,-40.819549,-42.511278
1551.545,nan,nan,nan,nan,-39.338346,-41.443609,-40.789474,-42.691729
1551.5536,nan,nan,nan,nan,-39.443609,-41.62406,-40.789474,-42.857143
1551.5623,nan,nan,nan,nan,-39.533835,-41.842105,-40.759398,-43.037594
1551.5709,nan,nan,nan,nan,-39.639098,-42.045113,-40.774436,-43.12782
1551.5796,nan,nan,nan,nan,-39.699248,-42.218045,-40.819549,-43.218045
1551.5882,nan,nan,nan,nan,-39.804511,-42.368421,-40.87218,-43.278195
1551.5969,nan,nan,nan,nan,-39.924812,-42.578947,-40.932331,-43.360902
1551.6055,nan,nan,nan,nan,-40.015038,-42.744361,-41.022556,-43.383459
1551.6142,nan,nan,nan,nan,-40.142857,-42.834586,-41.157895,-43.37594
1551.6228,nan,nan,nan,nan,-40.240602,-42.864662,-41.293233,-43.353383
1551.6315,nan,nan,nan,nan,-40.345865,-42.849624,-41.43609,-43.300752
1551.6401,nan,nan,nan,nan,-40.428571,nan,-41.56391,-43.240602
1551.6488,nan,nan,nan,nan,-40.541353,-43.556391,-41.736842,-43.120301
1551.6574,nan,nan,nan,nan,-40.654135,-43.548872,-41.932331,-43
1551.6661,nan,nan,nan,nan,-40.744361,-43.511278,-42,-42.781955
1551.6747,nan,nan,nan,nan,-40.849624,-43.503759,-42,-42.631579
1551.6834,nan,nan,nan,nan,-40.932331,-43.503759,-41.909774,-42.503759
1551.692,nan,nan,nan,nan,-41.030075,-43.496241,-43.075188,-42.428571
1551.7007,nan,nan,nan,nan,-41.090226,-43.533835,-43.007519,-42.255639
1551.7093,nan,nan,nan,nan,-41.18797,-43.541353,-43.045113,-42.007519
1551.718,nan,nan,nan,nan,-41.210526,nan,-43.157895,-41.766917
1551.7266,nan,nan,nan,nan,-41.180451,-42.639098,-43.24812,-41.661654
1551.7353,nan,nan,nan,nan,-41.12782,-42.654135,-43.390977,-41.526316
1551.7439,nan,nan,nan,nan,nan,-42.631579,-43.451128,-41.466165
1551.7526,nan,nan,nan,nan,nan,-42.541353,-43.458647,-41.360902
1551.7612,nan,nan,nan,nan,nan,-42.338346,-43.473684,-41.270677
1551.7699,nan,nan,nan,nan,nan,-42.157895,-43.451128,-41.150376
1551.7785,nan,nan,nan,nan,nan,-41.947368,-43.398496,-41.112782
1551.7872,nan,nan,nan,nan,nan,-41.774436,-43.338346,-41.082707
1551.7958,nan,nan,nan,nan,nan,-41.654135,-43.233083,-41.075188
1551.8045,nan,nan,nan,nan,nan,-41.511278,-43.120301,-41.082707
1551.8131,nan,nan,nan,nan,-42.165414,-41.37594,-43.007519,-41.105263
1551.8218,nan,nan,nan,nan,-42.112782,-40.819549,-42.864662,-41.150376
1551.8304,nan,nan,nan,nan,-42.030075,-40.759398,-42.721805,-41.195489
1551.8391,nan,nan,nan,nan,-41.977444,-40.699248,-42.526316,-41.323308
1551.8478,nan,nan,nan,nan,nan,-40.586466,-42.37594,-41.330827
1551.8564,nan,nan,nan,nan,nan,-40.473684,-42.300752,-41.428571
1551.8651,nan,nan,nan,nan,nan,-40.345865,-42.210526,-41.609023
1551.8737,nan,nan,nan,nan,nan,-40.255639,-42.120301,-41.684211
1551.8824,nan,nan,nan,nan,nan,-40.165414,-42.090226,-41.691729
1551.891,nan,nan,nan,nan,nan,-40.090226,-41.293233,-41.819549
1551.8997,nan,nan,nan,nan,nan,-40,-41.240602,-41.842105
1551.9083,nan,nan,nan,nan,nan,-39.924812,-41.157895,-42.015038
1551.917,nan,nan,nan,nan,nan,-39.842105,-41.022556,-42.142857
1551.9256,nan,nan,nan,nan,nan,-39.774436,-40.887218,-42.24812
1551.9343,nan,nan,nan,nan,nan,-39.706767,-40.766917,-42.421053
1551.9429,nan,nan,nan,nan,nan,-39.639098,-40.654135,-42.601504
1551.9516,nan,nan,nan,nan,nan,-39.586466,-40.586466,-42.654135
1551.9602,nan,nan,nan,nan,nan,-39.511278,-40.488722,-42.789474
1551.9689,nan,nan,nan,nan,nan,-39.451128,-40.458647,-42.924812
1551.9775,nan,nan,nan,nan,nan,-39.390977,-40.428571,-43.045113
1551.9862,nan,nan,nan,nan,nan,-39.210526,-40.428571,-43.142857
1551.9948,nan,nan,nan,nan,nan,-39.157895,-40.406015,-43.233083
1552.0035,nan,nan,nan,nan,nan,-39.135338,-40.421053,-43.263158
1552.0121,nan,nan,nan,nan,nan,-39.105263,-40.473684,-43.285714
1552.0208,nan,nan,nan,nan,nan,-39.067669,-40.481203,-43.330827
1552.0294,nan,nan,nan,nan,nan,-39.06015,-40.541353,-43.345865
1552.0381,nan,nan,nan,nan,nan,-39.045113,-40.609023,-43.308271
1552.0467,nan,nan,nan,nan,nan,-39.037594,-40.691729,-43.285714
1552.0554,nan,nan,nan,nan,nan,-39.037594,-40.781955,-43.233083
1552.064,nan,nan,nan,nan,nan,-39.037594,-40.87218,-43.135338
1552.0727,nan,nan,nan,nan,nan,-39.037594,-40.932331,-43.075188
1552.0813,nan,nan,nan,nan,nan,-39.037594,-41.052632,-42.894737
1552.09,nan,nan,nan,nan,nan,-39.045113,-41.180451,-42.714286
1552.0986,nan,nan,nan,nan,nan,-39.052632,-41.270677,-42.593985
1552.1073,nan,nan,nan,nan,nan,-39.067669,-41.413534,-42.443609
1552.1159,nan,nan,nan,nan,nan,-39.12782,-41.511278,-42.210526
1552.1246,nan,nan,nan,nan,nan,-39.18797,-41.526316,-42.06015
1552.1332,nan,nan,nan,nan,nan,-39.203008,-39.338346,-41.969925
1552.1419,nan,nan,nan,nan,nan,-39.255639,-42.368421,-41.894737
1552.1505,nan,nan,nan,nan,nan,-39.383459,-42.300752,-41.827068
1552.1592,nan,nan,nan,nan,nan,-39.443609,-42.263158,-41.684211
1552.1678,nan,nan,nan,nan,nan,-39.503759,-42.37594,-41.473684
1552.1765,nan,nan,nan,nan,nan,-39.571429,-42.518797,-41.37594
1552.1851,nan,nan,nan,nan,nan,-39.631579,-42.631579,-41.285714
1552.1938,nan,nan,nan,nan,nan,-39.684211,-42.759398,-41.203008
1552.2024,nan,nan,nan,nan,nan,-39.729323,-42.87218,-41.12782
1552.2111,nan,nan,nan,nan,nan,-39.781955,-42.977444,-41.067669
1552.2197,nan,nan,nan,nan,nan,-39.842105,-43.105263,-40.992481
1552.2284,nan,nan,nan,nan,nan,-39.887218,-43.135338,-40.924812
1552.237,nan,nan,nan,nan,nan,-39.932331,-43.263158,-40.879699
1552.2457,nan,nan,nan,nan,nan,-39.969925,-43.338346,-40.834586
1552.2543,nan,nan,nan,nan,nan,-40.030075,-43.37594,-40.789474
1552.263,nan,nan,nan,nan,nan,-40.075188,-43.406015,-40.759398
1552.2716,nan,nan,nan,nan,nan,-40.12782,-43.428571,-40.736842
1552.2803,nan,nan,nan,nan,nan,-40.180451,-43.413534,-40.736842
1552.2889,nan,nan,nan,nan,nan,-40.240602,-43.37594,-40.75188
1552.2976,nan,nan,nan,nan,nan,-40.308271,-43.315789,-40.759398
1552.3062,nan,nan,nan,nan,nan,-40.383459,-43.165414,-40.781955
1552.3149,nan,nan,nan,nan,nan,-40.458647,-43.090226,-40.827068
1552.3235,nan,nan,nan,nan,nan,-40.511278,-42.93985,-40.879699
1552.3322,nan,nan,nan,nan,nan,-40.556391,-42.842105,-40.977444
1552.3408,nan,nan,nan,nan,nan,-40.616541,-42.721805,-41.067669
1552.3495,nan,nan,nan,nan,nan,-40.676692,-42.578947,-41.18797
1552.3581,nan,nan,nan,nan,nan,-40.75188,-42.473684,-41.270677
1552.3668,nan,nan,nan,nan,nan,-40.842105,-42.353383,-41.398496
1552.3754,nan,nan,nan,nan,nan,-40.917293,-42.263158,-41.616541
1552.3841,nan,nan,nan,nan,nan,nan,-42.315789,-41.827068
1552.3927,nan,nan,nan,nan,nan,-41.120301,-37.150376,-41.917293
1552.4014,nan,nan,nan,nan,nan,-41.180451,-37.180451,-41.947368
1552.41,nan,nan,nan,nan,nan,nan,-41.451128,-42.030075
1552.4187,nan,nan,nan,nan,nan,nan,-41.481203,-42.203008
1552.4273,nan,nan,nan,nan,nan,nan,-41.43609,-42.413534
1552.436,nan,nan,nan,nan,nan,nan,-41.345865,-42.571429
1552.4446,nan,nan,nan,nan,nan,-41.849624,-41.225564,-42.699248
1552.4533,nan,nan,nan,nan,nan,-41.81203,-41.112782,-42.81203
1552.4619,nan,nan,nan,nan,nan,-41.819549,-41.015038,-42.902256
1552.4706,nan,nan,nan,nan,nan,-41.879699,-40.887218,-43.015038
1552.4792,nan,nan,nan,nan,nan,-41.93985,-40.75188,-43.120301
1552.4879,nan,nan,nan,nan,nan,-41.984962,-40.654135,-43.18797
1552.4965,nan,nan,nan,nan,nan,-42.030075,-40.556391,-43.263158
1552.5052,nan,nan,nan,nan,nan,-42.075188,-40.458647,-43.330827
1552.5138,nan,nan,nan,nan,nan,-42.135338,-40.338346,-43.398496
1552.5225,nan,nan,nan,nan,nan,-42.180451,-40.24812,-43.421053
1552.5311,nan,nan,nan,nan,nan,-42.233083,-40.157895,-43.421053
1552.5398,nan,nan,nan,nan,nan,-42.285714,-40.090226,-43.428571
1552.5484,nan,nan,nan,nan,nan,-42.338346,-40,-43.421053
1552.5571,nan,nan,nan,nan,nan,-42.390977,-39.932331,-43.406015
1552.5657,nan,nan,nan,nan,nan,-42.443609,-39.864662,-43.360902
1552.5744,nan,nan,nan,nan,nan,-42.496241,-39.744361,-43.278195
1552.583,nan,nan,nan,nan,nan,-42.548872,-39.706767,-43.218045
1552.5917,nan,nan,nan,nan,nan,-42.556391,-39.676692,-43.135338
1552.6003,nan,nan,nan,nan,nan,-42.526316,-39.661654,-43.022556
1552.609,nan,nan,nan,nan,nan,nan,-39.661654,-42.924812
1552.6176,nan,nan,nan,nan,nan,nan,-39.661654,-42.804511
1552.6263,nan,nan,nan,nan,nan,nan,-39.661654,-42.721805
1552.6349,nan,nan,nan,nan,nan,nan,-39.661654,-42.609023
1552.6436,nan,nan,nan,nan,nan,nan,-39.661654,-42.458647
1552.6522,nan,nan,nan,nan,nan,-43.007519,-39.661654,-42.330827
1552.6609,nan,nan,nan,nan,nan,-43.015038,-39.661654,-42.172932
1552.6696,nan,nan,nan,nan,nan,-43.052632,-39.661654,-42.075188
1552.6782,nan,nan,nan,nan,nan,-43.082707,-39.661654,-41.954887
1552.6869,nan,nan,nan,nan,nan,-43.120301,-39.661654,-41.827068
1552.6955,nan,nan,nan,nan,nan,-43.150376,-39.669173,-41.691729
1552.7042,nan,nan,nan,nan,nan,-43.18797,-39.654135,-41.556391
1552.7128,nan,nan,nan,nan,nan,-43.210526,-39.676692,-41.443609
1552.7215,nan,nan,nan,nan,nan,-43.233083,-38.315789,-41.338346
1552.7301,nan,nan,nan,nan,nan,-43.240602,-39.819549,-41.255639
1552.7388,nan,nan,nan,nan,nan,-43.255639,-39.827068,-41.157895
1552.7474,nan,nan,nan,nan,nan,-43.263158,-39.87218,-41.075188
1552.7561,nan,nan,nan,nan,nan,-43.270677,-39.864662,-40.954887
1552.7647,nan,nan,nan,nan,nan,-43.270677,-39.894737,-40.879699
1552.7734,nan,nan,nan,nan,nan,-43.278195,-39.924812,-40.81203
1552.782,nan,nan,nan,nan,nan,-43.278195,-39.962406,-40.744361
1552.7907,nan,nan,nan,nan,nan,-43.293233,-40.015038,-40.661654
1552.7993,nan,nan,nan,nan,nan,-43.293233,-40.037594,-40.56391
1552.808,nan,nan,nan,nan,nan,-43.308271,-40.090226,-40.466165
1552.8166,nan,nan,nan,nan,nan,-43.308271,-40.082707,-40.37594
1552.8253,nan,nan,nan,nan,nan,-43.323308,-40.097744,-40.323308
1552.8339,nan,nan,nan,nan,nan,-43.323308,nan,-40.293233
1552.8426,nan,nan,nan,nan,nan,-43.323308,nan,-40.270677
1552.8512,nan,nan,nan,nan,nan,-43.338346,-40.43609,-40.240602
1552.8599,nan,nan,nan,nan,nan,-43.345865,-40.421053,-40.142857
1552.8685,nan,nan,nan,nan,nan,-43.353383,-40.458647,-39.984962
1552.8772,nan,nan,nan,nan,nan,-43.360902,-40.526316,-39.954887
1552.8858,nan,nan,nan,nan,nan,-43.360902,-40.601504,-39.93985
1552.8945,nan,nan,nan,nan,nan,-43.37594,-40.601504,-39.917293
1552.9031,nan,nan,nan,nan,nan,-43.383459,-40.676692,-39.909774
1552.9118,nan,nan,nan,nan,nan,-43.383459,-40.781955,-39.909774
1552.9204,nan,nan,nan,nan,nan,-43.398496,-40.842105,-39.909774
1552.9291,nan,nan,nan,nan,nan,-43.406015,-40.87218,-39.902256
1552.9377,nan,nan,nan,nan,nan,-43.406015,-40.924812,-39.909774
1552.9464,nan,nan,nan,nan,nan,-43.413534,-41,-39.909774
1552.955,nan,nan,nan,nan,nan,nan,-41.067669,-39.909774
1552.9637,nan,nan,nan,nan,nan,nan,-41.142857,-39.917293
1552.9723,nan,nan,nan,nan,nan,nan,-41.203008,-39.924812
1552.981,nan,nan,nan,nan,nan,nan,-41.285714,-39.909774
1552.9896,nan,nan,nan,nan,nan,nan,-41.323308,-39.917293
1552.9983,nan,nan,nan,nan,nan,nan,-41.398496,-39.93985
1553.0069,nan,nan,nan,nan,nan,nan,-41.503759,-39.947368
1553.0156,nan,nan,nan,nan,nan,nan,-41.533835,-39.977444
1553.0242,nan,nan,nan,nan,nan,nan,-41.56391,-40.120301
1553.0329,nan,nan,nan,nan,nan,nan,-41.62406,-40.157895
1553.0415,nan,nan,nan,nan,nan,nan,-41.669173,-40.195489
1553.0502,nan,nan,nan,nan,nan,nan,-41.744361,-40.233083
1553.0588,nan,nan,nan,nan,nan,nan,-41.774436,-40.270677
1553.0675,nan,nan,nan,nan,nan,nan,-40.541353,-40.300752
1553.0761,nan,nan,nan,nan,nan,nan,-41.894737,-40.345865
1553.0848,nan,nan,nan,nan,nan,nan,-41.947368,-40.383459
1553.0934,nan,nan,nan,nan,nan,nan,-42.015038,-40.428571
1553.1021,nan,nan,nan,nan,nan,nan,-40.661654,-40.473684
1553.1107,nan,nan,nan,nan,nan,nan,-42.157895,-40.518797
1553.1194,nan,nan,nan,nan,nan,nan,-39.218045,-40.556391
1553.128,nan,nan,nan,nan,nan,nan,-42.300752,-40.609023
1553.1367,nan,nan,nan,nan,nan,nan,-42.345865,-40.661654
1553.1453,nan,nan,nan,nan,nan,nan,-42.345865,-40.714286
1553.154,nan,nan,nan,nan,nan,nan,-42.390977,-40.766917
1553.1626,nan,nan,nan,nan,nan,nan,-42.466165,-40.81203
1553.1713,nan,nan,nan,nan,nan,nan,-42.503759,-40.87218
1553.1799,nan,nan,nan,nan,nan,nan,-42.56391,-40.924812
1553.1886,nan,nan,nan,nan,nan,nan,-42.601504,-40.977444
1553.1972,nan,nan,nan,nan,nan,nan,-42.586466,-41.037594
1553.2059,nan,nan,nan,nan,nan,nan,-42.639098,-41.097744
1553.2145,nan,nan,nan,nan,nan,nan,-42.676692,-41.150376
1553.2232,nan,nan,nan,nan,nan,nan,-42.699248,-41.195489
1553.2318,nan,nan,nan,nan,nan,nan,-42.729323,-41.255639
1553.2405,nan,nan,nan,nan,nan,nan,-42.744361,-41.308271
1553.2491,nan,nan,nan,nan,nan,nan,-42.789474,-41.368421
1553.2578,nan,nan,nan,nan,nan,nan,-42.834586,-41.421053
1553.2664,nan,nan,nan,nan,nan,nan,-42.849624,-41.481203
1553.2751,nan,nan,nan,nan,nan,nan,-42.879699,-41.541353
1553.2837,nan,nan,nan,nan,nan,nan,-42.924812,-41.593985
1553.2924,nan,nan,nan,nan,nan,nan,-42.93985,-41.646617
1553.301,nan,nan,nan,nan,nan,nan,-42.962406,-41.706767
1553.3097,nan,nan,nan,nan,nan,nan,-42.984962,-41.759398
1553.3183,nan,nan,nan,nan,nan,nan,-43.007519,-41.81203
1553.327,nan,nan,nan,nan,nan,nan,-43.030075,-41.864662
1553.3356,nan,nan,nan,nan,nan,nan,-43.075188,-41.909774
1553.3443,nan,nan,nan,nan,nan,nan,-43.082707,-41.962406
1553.3529,nan,nan,nan,nan,nan,nan,-39.105263,-42
